LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE,RENT_FEE_INCLUDES_RN
73316323,12/1/24,,250 Hammond Pond Pkwy U:1010S,2,No,Newton South,3600,3700,3800,1311,,2/21/25,2/21/25,"Heat, Hot Water, Water, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Air Conditioning, Laundry Facilities, Parking "
73316330,12/1/24,,167 W Springfield U:2,1,,,3550,3550,3550,650,,12/9/24,12/6/24,"Water, Sewerage Disposal, Refuse Removal"
73316331,12/1/24,,382 Massachusetts Avenue U:806,1,No,,2000,2000,2000,900,,12/8/24,12/8/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Laundry Facilities, Parking "
73316333,12/1/24,,11 Hope Farms Dr U:11,3,No,,2100,2000,2400,1392,,1/7/25,1/7/25,"Water, Refuse Removal, Snow Removal, Grounds Maintenance"
73316335,12/1/24,,17 Frank St U:3,2,No,,2600,2600,2800,900,,3/5/25,3/5/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Air Conditioning, Laundry Facilities, Parking "
73316336,12/1/24,,35 Fredonian St U:F,2,No,,2400,2400,2400,1200,,12/9/24,12/9/24,"Water, Sewerage Disposal, Refuse Removal"
73316337,12/1/24,,180 Park St U:32,3,No,NAHS,3350,3500,3500,1960,,12/14/24,12/14/24,"Refuse Removal, Snow Removal, Grounds Maintenance, Air Conditioning, Laundry Facilities, Parking "
73316338,12/1/24,,21-25 Leighton St U:up,1,No,NoMiddlesexReg,1400,1400,1400,1000,,12/12/24,12/12/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only, Laundry Facilities"
73316341,12/1/24,,1500 Worcester U:729,2,No,,2400,2400,2400,1295,,1/20/25,1/20/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Extra Storage, Air Conditioning, Clubroom, Parking , Security"
73316342,12/1/24,,32 Grace Street U:1,2,No,Malden,2550,2550,2550,1348,,1/10/25,1/10/25,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Laundry Facilities"
73316347,12/1/24,,70 Webster U:307,0,,,1575,1575,1575,400,,12/26/24,12/26/24,"Hot Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Extra Storage, Garden Area, Playground, Parking "
73316351,12/1/24,,17 Griswold st,5,No,,4500,4500,4500,1811,,12/10/24,12/10/24,Other (See Remarks)
73316352,12/1/24,,68 Sagamore U:68,2,,,2500,2500,2500,1000,,1/16/25,1/16/25,"Water, Sewerage Disposal, Refuse Removal"
73316358,12/1/24,,43 Turtle Brook Road U:43,2,,Canton High,3100,3200,3200,1800,,2/20/25,2/20/25,"Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area, Playground, Parking "
73316360,12/1/24,,13 Melville U:1,2,No,,2400,2400,2400,1000,,2/14/25,1/15/25,"Water, Sewerage Disposal"
73316361,12/1/24,,156 Shelters,3,,,3695,3695,3695,1816,,12/9/24,12/9/24,"Water, Parking "
73316370,12/1/24,,41-43 Phillips U:3,1,Partial,,3600,3750,3750,642,,12/23/24,12/23/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316373,12/1/24,,188 W. Main St U:188,2,,,2650,2600,3000,1292,,2/9/25,2/9/25,Occupancy Only
73316375,12/1/24,,70 Mechanic U:2R,1,No,,1200,1200,1200,800,,1/20/25,1/20/25,"Hot Water, Water, Snow Removal, Grounds Maintenance, Parking "
73316377,12/1/24,,82 Bunker Hill At U:1,4,,,4800,4950,4950,1600,,12/10/24,12/10/24,"Water, Sewerage Disposal"
73316385,12/1/24,,423 Weir St U:3,4,No,,2785,3500,3500,1300,,1/26/25,1/26/25,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73316386,12/1/24,,137 Franklin St. U:505,2,,,2400,2400,2500,940,,1/19/25,1/6/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73316389,12/1/24,,12 9th St U:502,2,,,2950,2950,3000,1170,,2/1/25,2/1/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Extra Storage, Clubroom, Laundry Facilities, Parking "
73316391,12/1/24,,111 Chelmsford Street U:11,1,No,,1700,1700,1700,500,,12/22/24,12/22/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316393,12/1/24,,22 Emmet St,4,No,,4000,4000,4000,1600,,12/6/24,12/6/24,"Water, Sewerage Disposal, Parking "
73316395,12/1/24,,580 Washington St U:501,3,,,7800,8000,8000,1478,,12/17/24,12/17/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Air Conditioning, Clubroom, Parking , Security, Valet Parking"
73316397,12/1/24,,18-20 Watson St U:3,2,No,,2350,2350,2250,800,,12/11/24,12/11/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316398,12/1/24,,54 Washington Rd U:1,2,No,,1900,1900,1900,1100,,12/23/24,12/12/24,"Heat, Hot Water, Water, Snow Removal, Grounds Maintenance"
73316400,12/1/24,,754 Hancock U:2FL,3,,,2950,2950,3000,1200,,2/26/25,2/19/25,"Water, Sewerage Disposal"
73316401,12/1/24,,114 Park St U:3,1,No,,2600,2600,2600,760,,12/18/24,12/18/24,"Heat, Hot Water, Water, Snow Removal"
73316403,12/2/24,,5 Crowell U:3,3,,,3000,3000,3250,800,,2/14/25,2/14/25,"Water, Sewerage Disposal, Refuse Removal"
73316413,12/2/24,,19 Hill Street,2,No,,2000,2000,2000,732,,12/20/24,12/20/24,"Refuse Removal, Occupancy Only"
73316414,12/1/24,,1555 Ocean St. U:0,4,,,3225,3175,3250,1800,,1/25/25,1/16/25,"Heat, Hot Water, Electric, Refuse Removal, Air Conditioning"
73316416,12/2/24,,240 West 5th U:2,2,,,2700,2700,2850,700,,1/2/25,1/2/25,"Water, Sewerage Disposal"
73316418,11/29/24,,348 Neponset St. U:B,2,No,,2100,2200,2300,859,,1/13/25,1/13/25,"Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Occupancy Only, Air Conditioning, Laundry Facilities, Parking "
73316432,12/2/24,,130 Bowdoin Street U:506,1,,,2600,2600,2900,570,,12/30/24,12/30/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73316436,12/2/24,,7 Undisclosed U:1,3,No,,3200,3150,3150,2400,,12/29/24,12/29/24,"Water, Snow Removal, Grounds Maintenance"
73316438,12/2/24,,130 Bowdoin Street U:502,1,,,2500,2500,2900,570,,1/2/25,1/2/25,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73316443,12/2/24,,13 Sudbury Street U:311,1,No,,1975,1975,1975,0,,12/2/24,12/2/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Air Conditioning, Clubroom, Security"
73316445,12/2/24,,6 GRANT ST U:2,2,No,,2300,2300,2300,1100,,12/28/24,12/28/24,"Water, Sewerage Disposal"
73316456,12/2/24,,10 W Park Street U:0,3,No,,2050,2050,2050,1536,,12/17/24,12/17/24,"Water, Sewerage Disposal"
73316462,12/2/24,,470 East 8 U:2,2,,,3800,4000,4000,1037,,12/14/24,12/13/24,"Water, Sewerage Disposal, Grounds Maintenance"
73316465,12/2/24,,95 Fawcett St U:404,3,,,3800,4400,4400,1190,,1/24/25,1/21/25,"Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only"
73316469,12/2/24,,1017 Middlesex St. U:1,2,,,2300,2300,2300,1260,,12/11/24,12/11/24,"Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73316471,12/2/24,,1 Saint Paul Street U:1,2,,,1600,1600,1600,850,,1/17/25,1/17/25,"Water, Sewerage Disposal"
73316476,12/2/24,,30-34 E Concord U:7,1,No,,3050,3050,3050,522,,12/11/24,12/11/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Extra Storage"
73316489,12/2/24,,180 Gold Street U:3,2,No,,3800,3800,3800,817,,2/10/25,2/10/25,Water
73316495,12/2/24,,55 Elmwood Park U:3,1,,,2025,2025,2050,700,,12/17/24,12/17/24,"Hot Water, Water, Refuse Removal, Snow Removal, Grounds Maintenance"
73316499,12/2/24,,354 Beacon U:1,3,No,,3650,3650,3850,1000,,2/4/25,2/4/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316500,12/2/24,,199 Marlborough St U:203,1,,,3200,3200,3200,658,,12/10/24,12/10/24,"Hot Water, Water, Extra Storage"
73316504,12/2/24,,86 PALMNER STREET U:2,2,,,1600,1600,1600,922,,2/11/25,2/11/25,"Water, Sewerage Disposal"
73316506,12/2/24,,34 Hamilton Rd U:106,0,,,1650,1650,1650,370,,12/12/24,12/12/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Extra Storage, Garden Area, Laundry Facilities, Parking "
73316507,12/2/24,,77 High Rock Rd,3,,,3700,3700,4100,1590,,3/4/25,3/4/25,Water
73316510,12/2/24,,43 First St U:43,2,No,,2850,2850,2850,1068,,1/2/25,12/26/24,"Water, Sewerage Disposal, Extra Storage, Parking "
73316517,12/2/24,,84 Grant Street U:12,1,No,,2400,2400,2400,640,,1/8/25,1/8/25,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Laundry Facilities, Parking "
73316519,12/2/24,,35 Rosebrook Place U:1310,2,No,,2400,2400,2400,1105,,1/5/25,1/5/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only, Clubroom, Laundry Facilities, Parking , Security"
73316521,12/2/24,,33 Century St U:33,2,,,2600,2600,2600,1104,,12/17/24,12/15/24,"Water, Sewerage Disposal, Parking "
73316523,12/2/24,,70 Endicott Street U:1606,3,No,,3900,4000,4000,1916,,1/5/25,1/3/25,"Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73316524,12/2/24,,103 Washington U:3,2,No,,3600,3600,3700,1018,,1/10/25,1/10/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316525,12/1/24,,220 Boylston St U:1120,2,,,21000,21000,21000,2130,,12/1/24,12/1/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Parking , Security, Valet Parking"
73316534,12/2/24,,34 Newhall St U:403,2,,,1900,1900,1950,901,,1/7/25,1/7/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Laundry Facilities"
73316540,12/2/24,,28 Repose Lane,2,Partial,,2100,2100,2100,768,,1/22/25,1/15/25,"Water, Occupancy Only"
73316546,12/2/24,,37 Aldie St U:3A,1,No,,1995,1995,2200,687,,1/14/25,1/8/25,Water
73316547,12/2/24,,84 Pearl St U:5,2,,,2500,2500,2500,1033,,12/9/24,12/9/24,"Water, Sewerage Disposal, Parking "
73316553,12/2/24,,41 Coleman St U:2,2,No,,2500,2500,2500,1000,,2/3/25,2/3/25,"Water, Sewerage Disposal"
73316565,12/2/24,,107 Boston Street U:3,3,No,,2700,2700,2700,1200,,2/3/25,2/3/25,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Air Conditioning"
73316583,12/2/24,,103 Lake Shore Rd U:2,2,No,,2700,2700,2950,820,,1/10/25,1/10/25,"Heat, Hot Water, Water"
73316588,12/2/24,,549 E 4th St U:E2,0,,,2200,2200,2400,425,,1/25/25,1/25/25,"Water, Sewerage Disposal, Parking "
73316589,12/2/24,,38 Carey Ave U:3,2,Yes,,2400,2400,2400,740,,1/10/25,1/10/25,Water
73316591,12/2/24,,134 Newbury Ave U:3,2,No,,2395,2395,2395,850,,12/2/24,12/2/24,"Water, Sewerage Disposal, Extra Storage, Parking "
73316597,12/2/24,,4114 Washington St. U:2,2,,,2500,2500,2800,1029,,2/4/25,2/4/25,"Water, Sewerage Disposal"
73316603,12/2/24,,29 Parker Avenue,4,No,NSHS,8000,8000,8000,3240,,12/20/24,12/10/24,Refuse Removal
73316618,12/2/24,,20 Kenmar Drive U:175,2,No,,2300,2300,2300,800,,12/11/24,12/11/24,"Heat, Hot Water, Gas, Water, Refuse Removal, Snow Removal, Grounds Maintenance, Swimming Pool, Air Conditioning"
73316621,12/2/24,,20C Columbus Street U:3,3,,,2300,2300,2300,1325,,2/13/25,2/13/25,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73316623,12/2/24,,20B Columbus Street U:2,3,,,2400,2500,2500,1700,,2/13/25,2/13/25,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73316626,12/2/24,,74 Pecker St U:304,1,,,1250,1250,1500,600,,2/17/25,2/17/25,"Heat, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73316628,12/2/24,,20A Columbus Street U:1,3,,,2600,2500,2500,1700,,2/13/25,2/13/25,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73316637,12/2/24,,19 Common st U:1,1,Partial,,1800,2000,2000,500,,12/9/24,12/9/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Laundry Facilities, Parking , Internet"
73316638,12/2/24,,5 Bradford Street U:5,3,No,WestfordAcademy,3000,2975,3250,1383,,1/23/25,1/17/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73316640,12/2/24,,100 Cove Way U:801,2,,,2600,2600,2600,1184,,1/21/25,1/21/25,"Snow Removal, Recreational Facilities, Grounds Maintenance, Laundry Facilities, Parking "
73316643,12/2/24,,138-142 W 9th St U:4,1,,,2700,2700,2700,700,,12/11/24,12/11/24,"Water, Sewerage Disposal, Extra Storage"
73316645,12/2/24,,100 LEDGEWOOD DRIVE U:213,1,No,,2200,2200,2200,778,,12/14/24,12/14/24,"Hot Water, Water, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73316647,12/2/24,,29 Whitman St U:1R,2,,BPS,2800,2800,2800,900,,1/24/25,1/24/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73316649,12/2/24,,15 W Chestnut U:2R,2,,,2000,2000,2000,850,,12/19/24,12/19/24,"Water, Sewerage Disposal, Grounds Maintenance"
73316658,12/2/24,,111 Main,3,No,Wachusett,2300,2300,2300,1303,,12/12/24,12/8/24,Occupancy Only
73316664,11/28/24,,928 Dorchester Ave U:10,0,Yes,,1600,1600,1600,350,,12/2/24,12/2/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Garden Area, Air Conditioning, Internet"
73316669,12/2/24,,27 STONEGATE ROAD U:27,3,No,,4000,4000,4000,2924,,1/20/25,1/20/25,"Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73316681,12/2/24,,10 Alpine Ct,3,No,,2200,2200,2200,936,,1/7/25,1/7/25,"Water, Sewerage Disposal, Internet"
73316683,12/2/24,,5 High Street U:5,2,No,,2250,2250,2250,0,,12/16/24,12/16/24,"Water, Sewerage Disposal"
73316684,12/2/24,,41 Sciarappa Street U:1,1,,,2200,2200,2200,700,,12/21/24,12/21/24,"Water, Sewerage Disposal, Refuse Removal"
73316689,12/2/24,,348 Marlborough St U:3,1,,,4600,4600,4600,809,,12/17/24,12/17/24,"Heat, Hot Water, Water"
73316695,12/2/24,,58 Webster Street U:2,4,No,,2700,2800,2800,1600,,1/21/25,1/21/25,"Water, Playground, Laundry Facilities"
73316697,12/2/24,,542 Andover St U:1,3,,,2400,2500,2500,1000,,12/15/24,12/15/24,"Occupancy Only, Laundry Facilities"
73316715,12/2/24,,534 Revere St U:1,4,No,,3500,3500,3500,1200,,2/10/25,2/10/25,Occupancy Only
73316717,12/2/24,,21 Ashmont Ave U:2nd Flr,3,,Newton North,3650,3700,3700,1340,,3/5/25,3/5/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Air Conditioning, Laundry Facilities, Parking "
73316718,12/2/24,,80 Foster St U:510,2,,,2400,2400,2600,900,,12/29/24,12/29/24,"Water, Sewerage Disposal, Refuse Removal, Laundry Facilities, Parking "
73316722,12/2/24,,2089 Dorchester Ave U:1,2,,,2300,2300,2300,720,,1/3/25,1/3/25,"Heat, Hot Water, Gas, Water, Refuse Removal, Snow Removal, Laundry Facilities"
73316725,12/2/24,,91 Larch Road U:1,2,,,5000,5000,5000,1000,,1/10/25,1/10/25,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal"
73316726,12/2/24,,103 Arrowhead Cir U:103,2,No,,2900,2900,2900,1484,,1/19/25,1/6/25,"Snow Removal, Grounds Maintenance"
73316728,12/2/24,,43 Cherry Ln U:43,2,,,2690,2690,2690,1360,,1/17/25,1/17/25,"Refuse Removal, Recreational Facilities, Grounds Maintenance"
73316731,12/2/24,,26 Benson Street U:2,2,No,,1900,2000,2000,700,,1/13/25,1/13/25,"Water, Sewerage Disposal"
73316737,12/2/24,,48-50 Suffolk St U:1,2,,,2500,2500,2500,1280,,12/13/24,12/13/24,Water
73316739,12/2/24,,52 Curtis Street U:3,1,,,1925,1925,1925,650,,2/27/25,2/27/25,"Heat, Hot Water"
73316742,12/2/24,,3531 Washington Street U:206,1,No,,2900,2900,2900,925,,1/15/25,1/15/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking , Security"
73316746,12/2/24,,208 Hunnewell Street,3,No,Needham High,4800,4800,4800,1693,,12/26/24,12/26/24,"Water, Sewerage Disposal"
73316753,12/2/24,,80 Whitney Avenue U:1,3,No,,2600,2600,2600,1200,,12/21/24,12/21/24,"Water, Refuse Removal"
73316754,12/2/24,,29 Richardson St U:2,1,No,,1350,1350,1350,750,,1/15/25,1/10/25,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Extra Storage"
73316758,12/2/24,,108 Boyd St U:1,1,,,2200,2200,2300,1000,,12/16/24,12/16/24,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Laundry Facilities, Parking "
73316759,12/2/24,,42 Phillips Street U:3,2,,,3000,3000,3000,850,,12/18/24,12/18/24,"Water, Sewerage Disposal"
73316761,12/2/24,,6 RANDO LN,3,No,WHS,3450,3450,3450,2615,,1/21/25,1/5/25,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Parking "
73316763,12/2/24,,99 Dexter Ave U:2,3,,,3300,3300,3300,1700,,12/16/24,12/16/24,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Parking "
73316769,12/2/24,,466 Commonwealth Ave U:206,1,No,,2600,2600,2600,643,,12/14/24,12/14/24,"Heat, Hot Water, Refuse Removal, Snow Removal, Laundry Facilities"
73316771,12/2/24,,258 MAIN ST U:18,1,No,,1925,1925,1950,825,,1/23/25,1/17/25,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73316782,12/2/24,,92 Beacon St U:3,1,,,3450,3450,3450,679,,12/23/24,12/23/24,"Heat, Hot Water, Refuse Removal, Snow Removal, Extra Storage"
73316797,12/3/24,,30 Revere Beach Pkwy U:315,2,No,,2900,2900,3000,1078,,2/27/25,2/27/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Parking "
73316802,12/3/24,,2 Fayette St,3,No,Beverly High,3600,3600,3600,1264,,12/15/24,12/15/24,"Water, Sewerage Disposal"
73316820,12/3/24,,22 Peters Street U:2,2,No,,3700,3700,3700,1049,,12/16/24,12/6/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73316825,12/3/24,,21 Webster St. U:1,2,,,2900,2900,2900,1200,,12/28/24,12/15/24,"Water, Sewerage Disposal, Refuse Removal"
73316832,12/3/24,,6 Fayette Street U:2,2,No,,6000,6000,6000,2200,,1/8/25,1/8/25,Occupancy Only
73316837,12/3/24,,590 CAMBRIDGE ST. U:2,2,No,,2750,2750,2750,800,,12/12/24,12/9/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73316839,12/3/24,,21 Park Street U:A,1,No,,1750,1750,1750,800,,1/6/25,1/6/25,"Water, Sewerage Disposal, Occupancy Only, Parking "
73316850,12/3/24,,917 Bennington St U:308,2,No,,2900,3050,3050,1194,,1/8/25,1/6/25,"Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only"
73316852,12/3/24,,4 Crawford St U:11,1,No,,2750,2850,2850,570,,12/17/24,12/17/24,"Heat, Hot Water, Water, Snow Removal"
73316862,12/3/24,,20 Wilson Ave U:1,2,,,3200,3200,3200,1071,,1/2/25,1/2/25,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73316865,12/3/24,,108 West Street,2,,,3000,3200,3200,1360,,12/20/24,12/20/24,"Water, Sewerage Disposal"
73316869,12/3/24,,442 N End Blvd U:-,2,,,2800,2500,3000,1548,,1/15/25,1/15/25,"Water, Sewerage Disposal, Parking , Other (See Remarks)"
73316870,12/3/24,,558 Third U:1,3,No,,1850,1850,1850,1025,,12/30/24,12/18/24,Other (See Remarks)
73316871,12/3/24,,558 Third St. U:3,3,,,1850,1850,1850,947,,2/12/25,2/12/25,Other (See Remarks)
73316873,12/3/24,,16 Reynolds Ave U:2,1,,,1950,1950,2150,700,,1/23/25,1/23/25,"Water, Sewerage Disposal"
73316885,12/3/24,,214 Rumford Avenue U:401,2,No,,1950,1950,1950,825,,12/9/24,12/9/24,"Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73316887,12/3/24,,26 Morton Rd U:B,2,No,,2200,2200,2200,775,,1/22/25,1/22/25,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Parking "
73316897,12/3/24,,8 Trull St U:2,2,,,2600,2600,2600,1179,,2/3/25,2/3/25,"Water, Sewerage Disposal"
73316903,12/3/24,,393 W Broadway U:8,2,,,3400,3400,3600,1000,,1/26/25,1/26/25,Water
73316905,12/3/24,,44 haffards U:3,3,,,1900,1900,1900,1300,,12/5/24,12/5/24,Hot Water
73316911,12/3/24,,181 division st U:3,3,,,2300,2300,2300,1300,,12/10/24,12/10/24,Hot Water
73316912,12/3/24,,43 Faxon Road U:3,1,,,2050,2050,2050,550,,12/18/24,12/18/24,Refuse Removal
73316916,12/3/24,,21 Adams St U:302,2,,,2300,2300,2300,732,,1/1/25,1/1/25,"Water, Sewerage Disposal, Snow Removal"
73316917,12/3/24,,743 E 4th U:202,2,,,3600,3600,3600,893,,1/2/25,1/2/25,"Water, Laundry Facilities"
73316918,12/3/24,,151 Tremont St U:16U,1,No,,3200,3200,3200,740,,2/12/25,2/12/25,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Air Conditioning, Clubroom, Security"
73316932,12/3/24,,41-43 Lewis Rd U:43,3,No,BHS,3100,3100,3100,1300,,1/27/25,1/27/25,"Water, Snow Removal, Grounds Maintenance"
73316933,12/3/24,,45 Main U:A,1,,,1425,1425,1425,900,,12/6/24,12/6/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73316934,12/3/24,,103 Old Harbor St U:202,2,,,3400,3400,3400,829,,1/7/25,1/7/25,"Water, Sewerage Disposal, Refuse Removal"
73316935,12/3/24,,1056 Beacon Street U:4,1,No,,2400,2400,2500,620,,12/11/24,12/11/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal"
73316937,12/2/24,,128 Pleasant U:305,1,,,2200,2200,2200,603,,12/9/24,12/9/24,"Heat, Hot Water, Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73316944,12/3/24,,16 Kenilworth Street,2,,,1900,1900,1900,805,,1/7/25,1/7/25,"Laundry Facilities, Parking "
73316948,12/3/24,,303 Russett Road,5,No,,5900,5900,5900,3000,,12/17/24,12/17/24,"Sewerage Disposal, Refuse Removal"
73316950,12/3/24,,22 Mercer St U:1,2,,,3500,3500,3600,1114,,12/19/24,12/19/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73316955,12/3/24,,338 W 3rd St U:2,1,,,3000,3000,3000,485,,1/23/25,1/23/25,"Water, Sewerage Disposal"
73316966,12/3/24,,8-10 Essex Street U:4,2,No,,2200,2200,2200,642,,1/9/25,1/9/25,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area, Occupancy Only, Laundry Facilities, Parking "
