LIST_NO,LIST_DATE,LEVELS_MF,ADDRESS,NO_BEDROOMS,FURNISHED_RN,HIGH_SCHOOL,LIST_OR_SALE_PRICE,LIST_PRICE,ORIG_PRICE,SQUARE_FEET,NEIGHBORHOOD,OFF_MKT_DATE,OFFER_DATE,RENT_FEE_INCLUDES_RN
73273451,8/4/24,,8 Jackson U:0,2,,,2200,2200,2625,1186,,12/10/24,12/6/24,Furnishings (See Remarks)
73273452,8/4/24,,19 Carson St. U:6C,2,,,2650,2650,2650,750,,8/16/24,8/16/24,"Water, Sewerage Disposal, Refuse Removal"
73273453,7/31/24,,42 School Ln. U:2,4,No,,3600,3600,4200,1783,,10/8/24,10/4/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal"
73273458,8/4/24,,73 Cranch St U:1,2,,,2700,2700,2700,868,,8/12/24,8/9/24,"Water, Sewerage Disposal, Furnishings (See Remarks), Laundry Facilities"
73273460,8/4/24,,52 Sargent Ave U:1A,2,,,2350,2350,2350,800,,8/26/24,8/19/24,"Water, Sewerage Disposal, Laundry Facilities"
73273462,8/4/24,,52 Rayburn Rd,4,,,5950,5950,6700,3400,,11/8/24,11/8/24,Other (See Remarks)
73273463,8/4/24,,6 5th Ave U:2,2,No,,3000,3000,3000,1150,,8/16/24,8/16/24,"Water, Grounds Maintenance"
73273465,8/4/24,,37 Parker Street U:37,2,No,Lexington,3225,3225,3225,1115,,8/18/24,8/18/24,"Refuse Removal, Grounds Maintenance, Extra Storage, Laundry Facilities, Parking "
73273466,8/3/24,,2 OAK LEAF LANE U:0,4,No,,4300,4300,4300,2179,,8/19/24,8/19/24,"Refuse Removal, Parking "
73273468,8/4/24,,40 Washington PK U:3,2,,,2650,2650,2650,1150,,8/13/24,8/13/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Laundry Facilities"
73273475,8/4/24,,22 Lenglen Rd U:2,3,,,2800,2800,3000,1200,,10/5/24,10/5/24,"Electric, Water, Grounds Maintenance, Garden Area, Occupancy Only, Parking "
73273476,8/4/24,,102 Gainsborough U:406E,1,,,3100,3100,3100,605,,8/21/24,8/21/24,"Water, Sewerage Disposal"
73273480,8/4/24,,24 Eileen Ave U:A,2,,,2300,2300,2300,1120,,8/5/24,8/5/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73273485,8/4/24,,34 St. Joseph Street U:16,1,No,,1550,1550,1550,525,,8/14/24,8/14/24,"Hot Water, Refuse Removal, Snow Removal, Grounds Maintenance, Clubroom"
73273487,8/4/24,,29 Fulton St. U:1,2,No,Norwood HS,2400,2400,2400,960,,9/5/24,8/29/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities"
73273494,8/4/24,,67 Bonair U:2,2,,,2600,2600,2600,620,,8/28/24,8/20/24,"Water, Sewerage Disposal, Refuse Removal"
73273495,8/4/24,,4 Menotomy U:5,1,,,2200,2200,2300,650,,10/14/24,10/12/24,"Heat, Hot Water, Parking "
73273499,8/4/24,,154 Elm St U:1,3,No,,3800,3850,3950,1250,,9/13/24,9/13/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area, Laundry Facilities"
73273500,8/4/24,,13 Whiting St U:3,2,No,,2600,2600,2600,1027,,8/31/24,8/16/24,"Water, Sewerage Disposal, Refuse Removal, Air Conditioning, Laundry Facilities, Parking "
73273501,8/4/24,,50 L St U:6,1,Partial,,3500,3500,3500,700,,8/29/24,8/29/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73273503,8/4/24,,616 Main Street U:2,2,No,,2400,2400,2525,850,,11/23/24,11/23/24,"Water, Sewerage Disposal"
73273504,8/4/24,,154 Elm St U:2,3,,,3800,3900,4000,1250,,8/27/24,8/27/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area, Laundry Facilities"
73273506,8/4/24,,54 Sydney St,5,,,4600,4600,4600,2431,,8/22/24,8/22/24,Occupancy Only
73273507,8/4/24,,126 Washington St U:A,3,No,Franklin,2800,2800,2800,1200,,8/20/24,8/20/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73273510,8/4/24,,31 Crest Ave U:B,3,No,,3600,3600,3600,1509,,10/1/24,10/1/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal"
73273517,8/4/24,,1 Nevins Hill Way U:408,5,No,,4500,4500,4500,1000,,8/4/24,8/4/24,"Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Clubroom, Parking , Other (See Remarks)"
73273518,8/4/24,,161 Auburn Street U:161,2,,,6000,6000,6000,1763,,8/21/24,8/21/24,"Water, Sewerage Disposal, Refuse Removal, Parking "
73273521,8/4/24,,54 Tolman Ave,3,No,Leominster,2900,2700,2700,1932,,8/14/24,8/14/24,"Water, Occupancy Only"
73273524,8/4/24,,56 H St U:1,3,No,,4200,4200,4500,1220,,9/3/24,9/3/24,"Water, Extra Storage"
73273528,8/4/24,,8 Evans U:1,2,No,Boston Tech Aca,2300,2300,2300,900,,10/19/24,10/19/24,Water
73273529,8/4/24,,125 Park Drive U:3,0,No,,2350,2350,2350,355,,8/27/24,8/27/24,"Heat, Hot Water"
73273532,8/4/24,,403 W Clinton Street U:2,2,No,,1800,1800,1800,1560,,8/9/24,8/4/24,"Water, Sewerage Disposal, Refuse Removal"
73273533,8/4/24,,1945 Commonwealth Ave. U:32,1,No,,2100,2100,2100,545,,8/8/24,8/8/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Swimming Pool"
73273534,8/4/24,,382 Commonwealth Ave U:53,2,No,,4200,4200,4200,900,,9/3/24,8/21/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage"
73273535,8/5/24,,2-4 Dale Ct. U:4,3,,,3000,3000,3000,1600,,8/31/24,8/31/24,"Water, Refuse Removal, Snow Removal, Laundry Facilities, Parking "
73273543,8/4/24,,8 Holton Rd U:n/a,5,,LHS,8900,8900,8900,3542,,8/31/24,8/31/24,"Laundry Facilities, Parking "
73273550,8/5/24,,54 West U:1,3,,,2350,2350,2350,1100,,8/16/24,8/6/24,"Water, Sewerage Disposal"
73273557,8/5/24,,420 Great Road U:B6,1,No,AB Regional,1850,1850,1900,652,,9/25/24,9/25/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Tennis Court, Swimming Pool, Playground, Laundry Facilities"
73273567,8/5/24,,95 Clinton Rd U:0,3,No,Wachusett,2850,2850,2850,1650,,8/12/24,8/12/24,"Snow Removal, Grounds Maintenance"
73273568,8/5/24,,1 sewall street U:201,2,,,3300,3300,3300,750,,8/12/24,8/12/24,"Refuse Removal, Snow Removal, Recreational Facilities"
73273584,8/5/24,,164 F U:A,0,No,,2200,2200,2200,450,,8/16/24,8/16/24,"Water, Sewerage Disposal"
73273588,8/5/24,,38 Tyler Road U:0,3,No,LHS,4500,4500,4800,1763,,11/3/24,11/3/24,"Water, Sewerage Disposal, Refuse Removal"
73273589,8/5/24,,1060 Broadway U:212,1,,,2800,2750,2850,618,,8/19/24,8/15/24,"Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area"
73273591,8/4/24,,8 Museum U:1404,2,,,4300,4300,4300,1046,,8/30/24,8/16/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Swimming Pool, Laundry Facilities, Parking , Valet Parking"
73273592,8/5/24,,77 New U:107,2,No,,4350,4350,4350,1125,,11/21/24,11/6/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Snow Removal, Recreational Facilities, Grounds Maintenance, Laundry Facilities, Security"
73273593,8/5/24,,49 Russell Road U:49,2,No,WHS,3400,3500,3500,1360,,8/19/24,8/9/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73273601,7/22/24,,246 Brookline St U:1,1,No,,2600,2600,2600,1000,,8/10/24,8/10/24,"Water, Refuse Removal, Snow Removal"
73273605,8/26/24,,685 South U:B,1,,,1850,1825,1850,775,,11/6/24,11/6/24,"Water, Refuse Removal, Snow Removal, Grounds Maintenance"
73273608,8/5/24,,515 Massachusetts Ave. U:2,2,No,,3100,3100,3100,1000,,8/7/24,8/7/24,"Heat, Hot Water, Water, Sewerage Disposal"
73273615,8/5/24,,3193 Washington Street U:PH2,2,No,,2800,2800,2800,810,,8/9/24,8/9/24,"Refuse Removal, Snow Removal"
73273617,8/5/24,,739 VFW Pkwy U:739,2,No,,2700,2700,2700,1000,,9/3/24,9/3/24,"Extra Storage, Occupancy Only, Parking "
73273618,8/5/24,,42 Chauncy U:4A,2,No,,3200,3200,3400,874,,9/1/24,8/30/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Air Conditioning"
73273629,8/5/24,,9 Magazine Street U:D1,2,,,2900,2900,3350,900,,10/11/24,10/11/24,"Heat, Hot Water"
73273632,8/5/24,,55 Glenwood Ave U:2,2,,,2700,2650,2800,850,,9/30/24,9/30/24,"Water, Sewerage Disposal, Grounds Maintenance, Laundry Facilities, Parking "
73273634,8/5/24,,134 Peck Street U:1,2,,Franklin High,2475,2475,2475,1000,,8/16/24,8/16/24,"Water, Sewerage Disposal, Grounds Maintenance, Air Conditioning, Laundry Facilities, Parking "
73273638,8/5/24,,184 Paris U:3,3,No,,4000,3800,3800,1100,,8/22/24,8/22/24,Snow Removal
73273642,8/5/24,,142 Lexington St U:1,1,No,,2200,2200,2400,597,,9/21/24,9/21/24,"Water, Sewerage Disposal"
73273643,8/5/24,,593 E 2Nd St U:593,3,No,,4600,4600,5200,1539,,10/27/24,10/27/24,Other (See Remarks)
73273646,8/5/24,,41 Luke Rd U:#2,3,No,,3300,3300,3400,1300,,8/27/24,8/27/24,"Water, Sewerage Disposal"
73273647,8/5/24,,162 Salem U:1,1,Partial,,2800,2800,2800,546,,8/6/24,8/6/24,"Heat, Hot Water, Electric, Water, Sewerage Disposal, Cable TV, Furnishings (See Remarks), Air Conditioning, Laundry Facilities, Internet"
73273648,8/5/24,,48 Whitfield Rd U:48,2,No,,3700,3650,3650,1093,,8/27/24,8/27/24,"Water, Refuse Removal"
73273649,8/5/24,,69 Myrtle Street U:#4,4,No,,4400,4400,4500,9999,,8/31/24,8/31/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal"
73273657,8/5/24,,7 Cleveland Road,3,,,4000,4000,4000,1720,,8/26/24,8/26/24,"Cable TV, Occupancy Only, Furnishings (See Remarks)"
73273665,8/5/24,,1 Town Rd,3,,,1875,1975,1975,1560,,9/24/24,9/24/24,"Water, Sewerage Disposal, Garden Area"
73273678,8/5/24,,404 pleasant street U:2,3,,,2750,2900,3200,2100,,9/7/24,9/7/24,"Water, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73273682,8/5/24,,2 Glenbrook Ln U:13,3,No,,3600,3600,3600,2286,,8/12/24,8/7/24,"Water, Sewerage Disposal, Grounds Maintenance"
73273684,8/5/24,,361 Crescent Ave U:3,3,No,Chelsea,2800,2800,2800,1000,,8/17/24,8/17/24,Water
73273694,8/5/24,,31 Fort Ave U:2,1,,,2225,2250,2250,674,,8/19/24,8/19/24,"Water, Sewerage Disposal"
73273704,8/5/24,,17 Raven St. U:2,2,,,2400,2450,2450,1100,,8/27/24,8/13/24,"Water, Sewerage Disposal"
73273705,8/5/24,,11 Cobblestone U:11,2,Yes,,3400,3400,3700,1584,,10/5/24,10/5/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Tennis Court, Swimming Pool, Furnishings (See Remarks), Air Conditioning, Clubroom, Laundry Facilities, Parking , Internet"
73273706,8/5/24,,57 Mill Street Extention U:10,2,,,2200,2200,2200,1120,,8/29/24,8/29/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance"
73273710,8/5/24,,65 Hudson Street U:1,2,No,,3100,3100,3500,950,,9/11/24,9/11/24,"Water, Sewerage Disposal, Laundry Facilities"
73273713,8/5/24,,300 Ridge St U:1,4,,Durfee/Diman,2417,2417,2195,1500,,9/21/24,9/21/24,"Sewerage Disposal, Refuse Removal"
73273714,8/5/24,,618 East Second U:3,1,,,3300,3195,3195,904,,8/8/24,8/8/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73273725,8/5/24,,1572 Commonwealth Ave U:8,1,,,2000,2000,2400,556,,9/9/24,9/9/24,"Heat, Hot Water, Water, Sewerage Disposal, Laundry Facilities"
73273730,8/5/24,,317 Belgrade Ave U:303,2,,,3100,2990,3375,1058,,9/18/24,9/18/24,"Refuse Removal, Snow Removal, Grounds Maintenance"
73273731,8/5/24,,111 Jersey Street U:19,1,,,2550,2450,2450,431,,8/12/24,8/12/24,"Heat, Hot Water"
73273734,8/5/24,,221 Pearl St U:2,2,,,3400,3400,3400,956,,8/30/24,8/30/24,Water
73273737,8/5/24,,63 State Street U:2F,1,,,1300,1300,1300,0,,8/14/24,8/14/24,"Heat, Hot Water, Electric, Gas, Water, Snow Removal"
73273740,8/5/24,,61 Market St U:3,1,,,2650,2600,2800,99999,,8/20/24,8/20/24,"Heat, Hot Water, Water, Sewerage Disposal, Refuse Removal, Extra Storage"
73273742,8/5/24,,5 Pearl U:1,2,No,,2800,2800,3000,1285,,12/17/24,11/28/24,"Water, Snow Removal"
73273752,8/5/24,,82 Webster U:2,1,,,2550,2550,2700,630,,8/26/24,8/26/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Extra Storage, Laundry Facilities"
73273753,8/5/24,,122 Riverway U:8,1,No,,2800,2800,2800,575,,8/19/24,8/19/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73273754,8/5/24,,5 Pearl U:3,2,No,,2800,3000,3000,1285,,11/27/24,11/21/24,"Water, Snow Removal"
73273755,8/5/24,,841 E 2nd St U:3,1,No,,2500,2500,2700,700,,10/3/24,10/3/24,"Water, Sewerage Disposal"
73273756,8/5/24,,785 North Montello Street U:1,1,No,BPS,1400,1400,1400,9999,,9/9/24,9/15/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities"
73273759,8/5/24,,50 Longwood Ave U:U:317,1,,Brookline High,3250,3250,3750,957,,11/1/24,10/28/24,"Heat, Hot Water, Water, Sewerage Disposal, Grounds Maintenance, Swimming Pool, Laundry Facilities, Parking , Security"
73273761,8/5/24,,15 North Main U:1,1,No,,1000,1000,1000,700,,8/19/24,8/19/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area, Parking "
73273763,8/5/24,,50 Stedman Street U:205,2,,,3425,3375,3375,1100,,8/21/24,8/21/24,"Refuse Removal, Snow Removal, Grounds Maintenance, Garden Area, Laundry Facilities"
73273768,8/5/24,,4 Lewis Farm Rd U:4,2,,,2400,2299,2600,735,,10/22/24,10/24/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73273769,8/5/24,,55 Elton Avenue U:3,1,No,,2100,1900,1900,510,,8/8/24,8/8/24,Water
73273770,8/5/24,,121 Charles St U:6,2,No,,3000,3100,3100,729,,8/21/24,8/21/24,"Heat, Hot Water, Water, Sewerage Disposal"
73273772,8/5/24,,201 Sherman Road U:638,2,No,,4845,4845,4845,1328,,10/30/24,10/30/24,"Refuse Removal, Snow Removal, Clubroom, Laundry Facilities"
73273775,8/5/24,,15 Madison Street U:1,2,No,Boston Pub. Sch,2700,2700,2700,1000,,8/27/24,8/27/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Extra Storage, Garden Area, Laundry Facilities, Parking "
73273778,8/5/24,,201 Sherman Road U:501,3,No,,6270,6270,6270,1919,,10/30/24,10/30/24,"Refuse Removal, Snow Removal, Clubroom, Laundry Facilities"
73273779,8/5/24,,245 Boston Post U:7,2,,,2450,2450,2450,986,,8/28/24,8/28/24,"Heat, Hot Water, Gas, Water"
73273784,8/5/24,,55 Green  Street U:D-180,1,No,,2005,2005,2005,1046,,8/6/24,8/6/24,"Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Clubroom, Laundry Facilities, Parking "
73273785,8/5/24,,6 Windsor St U:1,2,,,2150,2150,2150,601,,8/26/24,8/26/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking , Internet"
73273788,8/5/24,,10 Gerald Ct U:4,1,,,1050,1050,1050,920,,8/10/24,8/10/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73273789,8/5/24,,64 Beacon  Street U:C-113,2,No,,2230,2230,2230,1573,,8/14/24,8/14/24,"Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Clubroom, Laundry Facilities, Parking "
73273795,8/5/24,,55 Hale U:1,2,No,,2500,2500,2800,638,,9/17/24,9/17/24,"Water, Sewerage Disposal, Refuse Removal, Grounds Maintenance, Parking "
73273796,8/5/24,,13 Endicott St U:1,2,No,,3000,3000,3000,1560,,8/7/24,8/7/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance"
73273798,8/5/24,,6 Windsor St U:3,0,,,1349,1299,1550,238,,11/25/24,11/25/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73273799,8/5/24,,101 Elm St,5,Yes,,7000,7000,7000,2647,,9/5/24,9/5/24,Water
73273803,8/5/24,,21 Horton St,1,Yes,,5535,4850,4850,967,,8/20/24,8/20/24,"Heat, Hot Water, Electric, Gas, Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Beach Rights, Garden Area, Cable TV, Furnishings (See Remarks), Laundry Facilities, Parking , Security, Internet"
73273807,8/5/24,,59 Calumet St. U:3,5,,,5900,5500,5500,1200,,8/29/24,8/29/24,"Water, Sewerage Disposal"
73273818,8/5/24,,1789 Beacon St U:G,2,No,,3200,3200,3550,1200,,9/11/24,9/11/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance, Air Conditioning, Laundry Facilities"
73273820,8/5/24,,8 Dale St U:8,3,,,4600,4500,4500,2112,,8/9/24,8/9/24,"Electric, Water, Sewerage Disposal, Grounds Maintenance"
73273821,8/5/24,,227 Arlington Street U:227,2,No,,2700,2700,2700,1300,,9/9/24,9/9/24,"Water, Sewerage Disposal"
73273822,8/5/24,,2 Chapel Pl U:1,2,,,2000,2000,2000,845,,8/20/24,8/20/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal"
73273823,8/5/24,,38 Belmont U:3,2,,,3600,3600,3800,1000,,10/14/24,10/14/24,"Water, Sewerage Disposal, Refuse Removal"
73273840,8/5/24,,117 Forest Ave Extension U:117,3,No,,2675,2700,2700,1200,,8/29/24,8/29/24,"Sewerage Disposal, Occupancy Only"
73273846,8/5/24,,25 Main Street U:2A,1,,,1650,1650,1600,900,,9/13/24,9/13/24,"Refuse Removal, Occupancy Only"
73273849,8/5/24,,45 Mystic U:2,3,,,4500,4500,4800,1600,,9/16/24,9/16/24,"Water, Sewerage Disposal"
73273850,8/5/24,,10 Peters U:1,2,,,3000,3000,3000,807,,8/14/24,8/14/24,"Water, Sewerage Disposal"
73273853,8/5/24,,75 Garrison Avenue U:1,2,,,2900,2900,2900,950,,8/10/24,8/10/24,"Water, Sewerage Disposal, Snow Removal, Grounds Maintenance, Occupancy Only"
73273856,8/5/24,,66 Chelsea St U:3,2,,,2200,2200,2600,560,,9/12/24,9/12/24,Water
73273859,8/5/24,,730 Belmont Street U:730,2,,,2850,2850,2850,1441,,8/14/24,8/10/24,"Water, Sewerage Disposal"
73273876,8/5/24,,84 Summer St. U:2,3,,,3400,3400,3400,864,,9/13/24,9/13/24,"Water, Snow Removal, Grounds Maintenance, Parking "
73273877,8/5/24,,90 Quincy Shore Drive U:708,1,,,1900,1900,1900,694,,8/16/24,8/14/24,"Hot Water, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Swimming Pool, Parking "
73273880,8/5/24,,10 Florence St U:309,2,,,2995,2995,2995,868,,8/22/24,8/22/24,"Sewerage Disposal, Refuse Removal, Snow Removal, Security"
73273888,8/5/24,,30 Bullard St,3,,,4250,4250,4500,2032,,9/9/24,9/9/24,Water
73273896,8/5/24,,7 Main St.,4,No,DSHS,7250,7250,7250,4089,,9/2/24,9/2/24,"Grounds Maintenance, Laundry Facilities"
73273902,8/5/24,,18 Niles St U:2,2,No,,2800,2800,2900,1500,,8/10/24,8/10/24,"Water, Sewerage Disposal, Extra Storage, Laundry Facilities, Parking "
73273903,8/5/24,,120 West Concord Street U:3,1,,,3500,3500,3500,743,,8/26/24,8/26/24,"Water, Sewerage Disposal, Snow Removal"
73273907,8/5/24,,45 Alfred  Street,4,No,,4000,4000,4000,2400,,8/28/24,8/13/24,"Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Laundry Facilities, Parking "
73273910,8/5/24,,454 Beacon St U:5F,1,No,,2600,2600,2700,600,,9/9/24,9/9/24,"Heat, Hot Water"
73273911,8/5/24,,50 Fairfield Street U:0,4,No,Medford High,4200,4200,4200,1500,,9/3/24,8/23/24,"Water, Grounds Maintenance"
73273913,8/5/24,,115 W Squantum St U:717,1,,,1900,1900,1900,765,,10/21/24,10/21/24,"Water, Snow Removal, Swimming Pool, Parking , Security"
73273916,8/5/24,,55 Lagrange U:807,1,,,4500,4500,4500,655,,8/8/24,8/8/24,"Heat, Hot Water, Gas, Water, Sewerage Disposal, Refuse Removal, Snow Removal, Recreational Facilities, Grounds Maintenance"
73273922,8/5/24,,4 Edgewood Rd,3,,Newton North,4000,4000,4300,1276,,9/12/24,9/12/24,Occupancy Only
73273926,8/5/24,,223 Common St U:223,2,,WHS,3000,3100,3100,1600,,9/1/24,9/1/24,"Water, Refuse Removal, Grounds Maintenance, Extra Storage, Air Conditioning, Laundry Facilities, Parking "
73273928,8/5/24,,34 Brooksdale U:2,4,,,4000,4000,4000,2000,,10/7/24,10/7/24,"Water, Sewerage Disposal, Refuse Removal, Laundry Facilities, Parking "
73273934,8/5/24,,52 Fayette Street U:3,4,Yes,,4900,5000,5000,1600,,8/12/24,8/12/24,Water
73273935,8/5/24,,28 Rawson Road U:3,2,,,2400,2400,2400,900,,8/18/24,8/18/24,Occupancy Only
73273938,8/5/24,,3381 Washington St U:2,3,No,,3650,3500,3500,1100,,8/23/24,8/23/24,"Water, Sewerage Disposal, Refuse Removal"
73273942,7/31/24,,101 Summer St U:120,1,,,1650,1800,1800,99999,,8/23/24,8/23/24,Heat
73273946,7/31/24,,109 Summer St U:114,2,,,2200,2200,2525,9999,,8/12/24,8/12/24,Heat
73273948,8/5/24,,20 Holbrook ave U:1,2,No,,2150,2150,2150,1000,,8/25/24,8/25/24,Occupancy Only
73273949,8/5/24,,227 W 3Rd St U:2,1,No,,2700,2700,2700,500,,8/9/24,8/9/24,"Water, Sewerage Disposal"
73273950,8/5/24,,446 Belgrade Ave U:109,1,No,,2200,2300,2300,430,,9/25/24,9/25/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Parking "
73273951,8/5/24,,54 Chruch st U:A,3,Yes,,3300,3300,3300,1100,,8/15/24,8/15/24,"Extra Storage, Garden Area, Occupancy Only, Furnishings (See Remarks), Air Conditioning, Laundry Facilities, Parking "
73273953,8/2/24,,12 Brooks Park U:5,1,,,1800,1800,1900,9999,,8/7/24,8/7/24,"Heat, Hot Water"
73273954,7/31/24,,105 Summer St U:104,1,,,2100,2100,2200,99999,,8/12/24,8/12/24,Heat
73273955,8/2/24,,8 Brooks Park U:19,1,,,1800,1800,1900,99999,,8/5/24,8/5/24,"Heat, Hot Water"
73273964,8/5/24,,31 Woodman St U:2,3,,,3500,3500,3500,1100,,8/13/24,8/13/24,"Water, Sewerage Disposal, Refuse Removal, Extra Storage"
73273969,8/5/24,,10 Houghton street U:2,3,No,Boston,2600,2600,2700,1000,,12/10/24,12/10/24,"Water, Sewerage Disposal, Refuse Removal"
73273972,8/5/24,,1321 Worcester Road U:112,1,No,,1900,1900,1900,651,,8/9/24,8/9/24,"Refuse Removal, Snow Removal, Swimming Pool, Extra Storage, Laundry Facilities, Parking "
73273974,8/5/24,,45 Old Pasture Rd U:1,4,,CHS,5500,5500,5500,2950,,12/5/24,12/5/24,"Occupancy Only, Laundry Facilities, Parking "
73273975,8/5/24,,22 Monument Square U:2,1,,,3000,3000,3350,825,,9/24/24,9/24/24,"Heat, Hot Water, Water, Sewerage Disposal"
73273980,8/5/24,,121 Delmont Ave,3,,,2800,2800,3000,1400,,9/11/24,9/11/24,"Water, Refuse Removal, Snow Removal"
73273984,8/5/24,,43 Mansfield St U:A,3,No,,4500,4800,4800,1920,,8/14/24,8/14/24,"Snow Removal, Parking "
73273985,8/5/24,,127 Dover St U:2,3,,,2650,2800,2800,980,,9/26/24,9/26/24,"Water, Sewerage Disposal"
73273986,8/5/24,,30 Bugbee Street U:B,2,No,,2800,2800,3000,1662,,8/10/24,8/10/24,"Refuse Removal, Grounds Maintenance, Garden Area, Laundry Facilities"
73273991,8/5/24,,6 North St U:3,1,No,,1650,1650,1850,800,,9/11/24,9/11/24,"Water, Sewerage Disposal, Refuse Removal, Snow Removal, Grounds Maintenance, Occupancy Only"
73273992,8/5/24,,2 Ricciuti Dr U:9,2,,,3200,3200,3200,1224,,9/18/24,9/18/24,"Refuse Removal, Snow Removal, Occupancy Only, Laundry Facilities, Parking "
